Airport,Iata,city_id
Harbor,\N,3770
Newport News Williamsburg International Airport,KPHF,3771
Newport News Amtrak Station,\N,3772
Newport State,\N,3773
Newtok Airport,\N,3774
Newton City-County Airport,KEWK,3775
Newton Station,\N,3776
Niagara Falls International Airport,KIAG,3777
Niagara Falls Station,\N,3778
Nightmute Airport,PAGT,3779
Nikolai Airport,PAFS,3780
Nikolski Air Station,PAKO,3781
Niles Station,\N,3782
Noatak Airport,PAWN,3783
Nogales International Airport,KOLS,3784
Nome Airport,PAOM,3785
Nondalton Airport,PANO,3786
Robert (Bob) Curtis Memorial Airport,PFNO,3787
Norfolk International Airport,KORF,3788
Norfolk Ns (Chambers Fld) Airport,KNGU,3789
Norfolk Station,\N,3790
Karl Stefan Memorial Airport,KOFK,3791
Southwest Oregon Regional Airport,KOTH,3792
North Chicago Station,\N,3793
North Falmouth Railroad Station,\N,3794
Quonset State Airport,KOQU,3795
Grand Strand Airport,KCRE,3796
North Platte Regional Airport Lee Bird Field,KLBF,3797
North Whale Seaplane Base,\N,3798
Wilkes County Airport,KUKF,3799
Northway Airport,PAOR,3800
South Norwalk Station,\N,3801
Norwood Memorial Airport,KOWD,3802
Marin County Airport - Gnoss Field,KDVO,3803
Nuiqsut Airport,PAQT,3804
Nulato Airport,PANU,3805
Spirit of St Louis Airport,KSUS,3806
Rough River State Park Airport,K2I3,3807
Sheldon Point Airport,\N,3808
Nunapitchuk Airport,\N,3809
Brunswick County Airport,KSUT,3810
Oak Lawn Train Station,\N,3811
Oak Park Station,\N,3812
Oakdale Airport,\N,3813
Metropolitan Oakland International Airport,KOAK,3814
Oakland Jack London Square Station,\N,3815
Oryol Yuzhny Airport,UUOR,3816
Ocala International Airport - Jim Taylor Field,KOCF,3817
Union Station,\N,3818
Odell Williamson Municipal,\N,3819
Ocean Reef Club Airport,07FA,3820
Ocean Shores Municipal,KW04,3821
Oceana NAS,KNTU,3822
Oceano County Airport,KL52,3823
Oconomowoc Airport,0WI8,3824
Hill Air Force Base,KHIF,3825
Ogden Hinckley Airport,KOGD,3826
Ogdensburg International Airport,KOGS,3827
Okeechobee County Airport,KOBE,3828
Okeechobee Amtrak Station,\N,3829
Tinker Air Force Base,KTIK,3830
Will Rogers World Airport,KOKC,3831
Wiley Post Airport,KPWA,3832
Okmulgee Regional Airport,KOKM,3833
New Century Aircenter Airport,KIXD,3834
Johnson County Executive Airport,KOJC,3835
Old Harbor Airport,\N,3836
Old Saybrook Amtrak Station,\N,3837
Olga Bay Seaplane Base,\N,3838
Olive Branch Airport,KOLV,3839
Olympia Regional Airport,KOLM,3840
Centennial Station-Amtrak,\N,3841
Eppley Airfield,KOMA,3842
Offutt Air Force Base,KOFF,3843
Oneonta Municipal Airport,\N,3844
Ontario International Airport,KONT,3845
Ontario Municipal Airport,KONO,3846
Opa-locka Station,\N,3847
Upolu Airport,PHUP,3848
Orangeburg Municipal Airport,KOGB,3849
Orient Point Ferry Terminal,\N,3850
Orlando Executive Airport,KORL,3851
Orlando International Airport,KMCO,3852
Orlando,\N,3853
Amtrak Station,\N,3854
Apopka,\N,3855
Ormond Beach Municipal Airport,KOMN,3856
Oscoda Wurtsmith Airport,KOSC,3857
Wittman Regional Airport,KOSH,3858
Ottumwa Regional Airport,KOTM,3859
Ouzinkie Airport,\N,3860
Owensboro Daviess County Airport,KOWB,3861
Miami University Airport,\N,3862
Waterbury Oxford Airport,KOXC,3863
Henderson Oxford Airport,KHNZ,3864
University Oxford Airport,KUOX,3865
Oxnard Airport,KOXR,3866
Blackwell Field,\N,3867
Ozona Municipal Airport,KOZA,3868
Packwood,K55S,3869
Barkley Regional Airport,KPAH,3870
Page Municipal Airport,KPGA,3871
Pahokee Airport,\N,3872
Palm Beach County Glades Airport,KPHK,3873
Palacios Municipal Airport,KPSX,3874
Palatka Amtrak Station,\N,3875
North Palm Beach County General Aviation Airport,\N,3876
Palm Springs International Airport,KPSP,3877
Jacqueline Cochran Regional Airport,KTRM,3878
Bermuda Dunes Airport,KUDD,3879
Palmdale Regional/USAF Plant 42 Airport,KPMD,3880
Palmer Municipal Airport,PAAQ,3881
Palo Alto Airport of Santa Clara County,KPAO,3882
Palo Alto Station,\N,3883
California Ave. Station,\N,3884
Tyndall Air Force Base,KPAM,3885
Panama City-Bay Co International Airport,KPFN,3886
Northwest Florida Beaches International Airport,KECP,3887
Paoli Station,\N,3888
Cox Field,KPRX,3889
Park City,\N,3890
Mid Ohio Valley Regional Airport,KPKB,3891
Tri Cities Airport,KPSC,3892
Paso Robles Municipal Airport,KPRB,3893
Patuxent River Naval Air Station/Trapnell Field Aiport,KNHK,3894
Grand Canyon West Airport,\N,3895
Pecos Municipal Airport,KPEQ,3896
Spitfire Aerodrome,\N,3897
Pedro Bay Airport,\N,3898
Pelican Seaplane Base,\N,3899
Pellston Regional Airport of Emmet County Airport,KPLN,3900
Pembina Municipal Airport,KPMB,3901
Eastern Oregon Regional At Pendleton Airport,KPDT,3902
Pensacola Naval Air Station/Forrest Sherman Field,KNPA,3903
Pensacola Regional Airport,KPNS,3904
General Wayne A. Downing Peoria International Airport,KPIA,3905
Perry-Foley Airport,\N,3906
Perry Municipal Airport,KF22,3907
Perry Houston County Airport,KPXE,3908
Perryville Airport,PAPE,3909
Grissom Air Reserve Base,KGUS,3910
Illinois Valley Regional Airport-Walter A Duncan Field,KVYS,3911
Petersburg James A Johnson Airport,PAPG,3912
Dinwiddie County Airport,KPTB,3913
Petersburg Amtrak,\N,3914
Northeast Philadelphia Airport,KPNE,3915
Philadelphia International Airport,KPHL,3916
Philadelphia 30th St Station,\N,3917
North Philadelphia Amtrak Station,\N,3918
Wings Field,KLOM,3919
Holmesburg Jct Station,HOLM,3920
Price County Airport,KPBH,3921
Phoenix Sky Harbor International Airport,KPHX,3922
Luke Air Force Base,KLUF,3923
Ak-Chin Regional Airport,KA39,3924
Phoenix Deer Valley Airport,KDVT,3925
Pierre Regional Airport,KPIR,3926
Pike County-Hatcher Field,KPBX,3927
Pilot Point Airport,PAPN,3928
Pilot Station Airport,\N,3929
Grider Field,KPBF,3930
Harris County Airport,KPIM,3931
Ralph Wenz Field,KPNA,3932
Moore County Airport,KSOP,3933
Kee Field,KI16,3934
Pittsburgh International Airport,KPIT,3935
Allegheny County Airport,KAGC,3936
Pittsburgh Amtrak,\N,3937
Sky Manor,\N,3938
Placerville,\N,3939
Coral Creek Airport,FA54,3940
Robertson Field,\N,3941
Plattsburgh International Airport,KPBG,3942
Plymouth Municipal Airport,KPYM,3943
Plymouth Municipal Airport,\N,3944
Pocatello Regional Airport,KPIH,3945
Point Baker Seaplane Base,\N,3946
St George Airport,PAPB,3947
Point Hope Airport,PPHO,3948
Point Lay LRRS Airport,PPIZ,3949
Point Mugu Naval Air Station (Naval Base Ventura Co),KNTD,3950
Point Roberts Airpark,K1RL,3951
Pompano Beach Airpark,KPMP,3952
Pompano Beach Station,\N,3953
Ponca City Regional Airport,KPNC,3954
Oakland County International Airport,KPTK,3955
Poplar Bluff Municipal Airport,KPOF,3956
Port Alsworth Airport,PALJ,3957
Port Angeles Cgas Airport,KNOW,3958
William R Fairchild International Airport,KCLM,3959
Port Bailey Seaplane Base,\N,3960
Port Clarence Coast Guard Station,PAPC,3961
Carl R Keller Field,KPCW,3962
Port Heiden Airport,PAPH,3963
St Clair County International Airport,KPHN,3964
Port Jefferson Ferry Dock,\N,3965
Port Jefferson Station,\N,3966
Port Lions Airport,\N,3967
Platinum Airport,PAPM,3968
Port O'Connor Private Airport,XS46,3969
Port Oceanic Airport,\N,3970
Port Protection Seaplane Base,\N,3971
Jefferson County Intl,\N,3972
Jefferson County Intl,\N,3973
Port Williams Seaplane Base,\N,3974
Portage Municipal Airport,\N,3975
Portage Amtrak Station,\N,3976
Portland International Airport,KPDX,3977
Portland International Jetport Airport,KPWM,3978
Portland Union Station,\N,3979
Portsmouth International at Pease Airport,KPSM,3980
Robert S Kerr Airport,KRKR,3981
Metro-North Station,PKPS,3982
Dutchess County Airport,KPOU,3983
Pratt Regional Airport,KPTT,3984
Ernest A. Love Field,KPRC,3985
Northern Maine Regional Airport at Presque Isle,KPQI,3986
Carbon County Regional/Buck Davis Field,KPUC,3987
Princeton Municipal Airport,KPNM,3988
Princeton Station,\N,3989
Princeton,\N,3990
Princeton Junction,\N,3991
Prineville Airport,KS39,3992
Prospect Creek Airport,PAPR,3993
Prosser Airport,KS40,3994
Theodore Francis Green State Airport,KPVD,3995
Providence Station,\N,3996
Provincetown Municipal Airport,KPVC,3997
Provo Municipal Airport,KPVU,3998
Pueblo Memorial Airport,KPUB,3999
Pullman Moscow Regional Airport,KPUW,4000
Charlotte County Airport,KPGD,4001
Put-in-Bay Airport,\N,4002
Quakertown Airport,KUKT,4003
Quantico MCAF /Turner field,KNYG,4004
Quantico Station,\N,4005
Floyd Bennett Memorial Airport,KGFL,4006
Quincy Regional Baldwin Field,KUIN,4007
Quincy Municipal Airport,\N,4008
Quinhagak Airport,PAQH,4009
Clarke County Airport,K23M,4010
John H Batten Airport,KRAC,4011
Racine North Shore Station,\N,4012
Raleigh Amtrak Station,\N,4013
Raleigh Durham International Airport,KRDU,4014
Ramona Airport,KRNM,4015
Rampart Airport,\N,4016
Rancho Murieta Airport,KRIU,4017
Rantoul Station,\N,4018
Ellsworth Air Force Base,KRCA,4019
Rapid City Regional Airport,KRAP,4020
Raton Amtrak,\N,4021
Rawlins Municipal Airport/Harvey Field,KRWL,4022
Reading Regional Carl A Spaatz Field,KRDG,4023
Red Bluff Municipal Airport,KRBL,4024
Red Devil Airport,\N,4025
Grand Forks Air Force Base,KRDR,4026
Redding Municipal Airport,KRDD,4027
Redlands Municipal Airport,KREI,4028
Roberts Field,KRDM,4029
Redstone Army Air Field,KHUA,4030
Redwood City Station,\N,4031
Redwood Falls Municipal Airport,KRWF,4032
Albany-Rennselaer Amtrak Station,\N,4033
Reno Tahoe International Airport,KRNO,4034
Reno Amtrak Station,\N,4035
Renton Municipal Airport,KRNT,4036
Ferry County Airport,\N,4037
Old Rhinebeck Airport,NY94,4038
Rhinecliff-Kingston Amtrak Station,\N,4039
Rhinelander Oneida County Airport,KRHI,4040
Richfield Municipal Airport,KRIF,4041
Richland Airport,\N,4042
Richland Center Station,\N,4043
Richmond International Airport,KRIC,4044
Richmond Municipal Airport,KRID,4045
Train Station,\N,4046
Richmond Staples Mill Road Station,\N,4047
Chesterfield County Airport,KFCI,4048
Richmond BART Station,\N,4049
Cuyahoga County Airport,KCGF,4050
Ridgeland Airport,\N,4051
Ridgely Airpark,KRJD,4052
Garfield County Regional Airport,KRIL,4053
River Forest Station,\N,4054
River Ranch Resort Airport,\N,4055
Riverside Municipal Airport,KRAL,4056
March ARB Airport,KRIV,4057
Flabob Airport,KRIR,4058
Riverton Regional Airport,KRIW,4059
Roanoke–Blacksburg Regional Airport,KROA,4060
Robinson Army Air Field,KRBM,4061
Roche Harbor Seaplane Base,\N,4062
Greater Rochester International Airport,KROC,4063
Rochester International Airport,KRST,4064
Skyhaven Airport,KDAW,4065
Rochester Station,\N,4066
Rock Hill - York County Airport,KUZA,4067
Rock Springs Sweetwater County Airport,KRKS,4068
Chicago Rockford International Airport,KRFD,4069
Rockford Van Galder Terminal,\N,4070
Richmond County Airport,KRCZ,4071
Knox County Regional Airport,KRKD,4072
Aransas County Airport,KRKP,4073
Rockport Station,\N,4074
Rockville Amtrak Station,\N,4075
Rocky Mount Wilson Regional Airport,KRWI,4076
Rocky Mount Amtrak Station,\N,4077
Griffiss International Airport,KRME,4078
Richard B Russell Airport,KRMG,4079
Rome Amtrak Station,\N,4080
Rosario Seaplane Base,\N,4081
Rosecrans Memorial Airport,KSTJ,4082
Roseville station ,\N,4083
Roswell International Air Center Airport,KROW,4084
Person County Airport,KTDF,4085
Ruby Airport,PARY,4086
Sierra Blanca Regional Airport,KSRR,4087
Russell Municipal Airport,KRSL,4088
Russian Mission Airport,PARS,4089
Rutland - Southern Vermont Regional Airport,KRUT,4090
Sabetha Municipal Airport,KK83,4091
Sacramento Mather Airport,KMHR,4092
Sacramento Executive Airport,KSAC,4093
Mc Clellan Airfield,KMCC,4094
Sacramento International Airport,KSMF,4095
Sacramento Amtrak Station,\N,4096
Safford Regional Airport,KSAD,4097
MBS International Airport,KMBS,4098
St Cloud Regional Airport,KSTC,4099
St George Municipal Airport,KSGU,4100
Saint Paul Union Depot,\N,4101
Salem Municipal Airport/McNary Field,KSLE,4102
Salem Station,\N,4103
Salem Ferry Dock,\N,4104
Salem Station,\N,4105
Salina Municipal Airport,KSLN,4106
Salinas Municipal Airport,KSNS,4107
Salisbury Ocean City Wicomico Regional Airport,KSBY,4108
Sallisaw Municipal Airport,KJSV,4109
Lemhi County Airport,KSMN,4110
Salt Lake City International Airport,KSLC,4111
Comarapa Airport,SLCR,4112
Saluda County Airport,K6J4,4113
San Angelo Regional Mathis Field,KSJT,4114
San Antonio International Airport,KSAT,4115
Lackland Air Force Base,KSKF,4116
Randolph Air Force Base,KRND,4117
Kestrel Airpark,K1T7,4118
San Bernardino International Airport,KSBD,4119
San Bruno Station,\N,4120
San Bruno BART Station,\N,4121
San Carlos Airport,KSQL,4122
San Carlos Station,\N,4123
San Clemente Island Naval Auxiliary Landing Field,KNUC,4124
North Island Naval Air Station-Halsey Field,KNZY,4125
San Diego International Airport,KSAN,4126
Brown Field Municipal Airport,KSDM,4127
Montgomery Field,NULL,4128
Sorrento Valley Station,\N,4129
San Diego Union Station,\N,4130
B Street Cruise Terminal,SANB,4131
San Diego Old Town Transit Center,\N,4132
San Francisco International Airport,KSFO,4133
San Francisco 4th and King St. Station,\N,4134
22nd St. Station,\N,4135
Bayshore Station,\N,4136
Ocean Beach Muni Metro Station,\N,4137
Embarcadero Station,\N,4138
Balboa Park Station,\N,4139
24th Street Mission BART Station,\N,4140
16th Street Mission BART Station,\N,4141
Civic Center - UN Plaza Station,\N,4142
Norman Y. Mineta San Jose International Airport,KSJC,4143
Reid Hillview,\N,4144
Reid-Hillview Airport of Santa Clara County,KRHV,4145
San Juan - Uganik Seaplane Base,\N,4146
Scappoose Industrial Airpark,KSPB,4147
San Luis County Regional Airport,KSBP,4148
San Marcos Municipal Airport,KHYI,4149
San Mateo Station,\N,4150
Hayward Park Station,\N,4151
Hillsdale Station,\N,4152
San Nicolas Island Nolf Airport,KNSI,4153
Sand Point Airport,PASD,4154
Griffing Sandusky Airport,KSKY,4155
Sandusky Station,\N,4156
Orlando Sanford International Airport,KSFB,4157
Sanford Regional,\N,4158
John Wayne Airport-Orange County Airport,KSNA,4159
El Toro Marine Corps Air Station,KNZJ,4160
Emanuel County Airport,KSBO,4161
Santa Barbara Municipal Airport,KSBA,4162
Santa Barbara Train Station,\N,4163
Santa Clarita - CA,STCL,4164
Santa Fe Municipal Airport,KSAF,4165
Santa Maria Pub/Capt G Allan Hancock Field,KSMX,4166
Santa Monica Municipal Airport,KSMO,4167
Charles M. Schulz Sonoma County Airport,KSTS,4168
Adirondack Regional Airport,KSLK,4169
Sarasota Bradenton International Airport,KSRQ,4170
Shively Field,KSAA,4171
Chippewa County International Airport,KCIU,4172
SFO Helicopter,\N,4173
Savannah Hilton Head International Airport,KSAV,4174
Savannah Cruise Terminal,\N,4175
Savannah Amtrak Station,\N,4176
Savoonga Airport,PASA,4177
Scammon Bay Airport,PACM,4178
Schaumburg Regional,\N,4179
Schenectady Amtrak Station,\N,4180
Schenectady Amtrak Station,\N,4181
Schenectady County Airport,KSCH,4182
Scott City Municipal Airport,KTQK,4183
Western Neb. Rgnl/William B. Heilig Airport,KBFF,4184
Scottsdale Airport,KSDL,4185
Wilkes Barre Scranton International Airport,KAVP,4186
El Almendro Airport,SCRT,4187
Seal Bay Seaplane Base,\N,4188
Seattle Tacoma International Airport,KSEA,4189
Boeing Field King County International Airport,KBFI,4190
Kenmore Air Harbor Seaplane Base,KW55,4191
Seattle Cruise Terminal,\N,4192
Seattle King Street Station,\N,4193
Seattle Pier 52,\N,4194
King St Station,SEAT,4195
Seattle Pier 69 - Victoria Clipper,\N,4196
Port of Seattle,PSEA,4197
Seattle Center Monorail,\N,4198
Westlake Center Monorail,\N,4199
WSF Terminal Pier 52,\N,4200
SEA Seaplane,\N,4201
Seattle Cruise Terminal,\N,4202
Sebastian Municipal,\N,4203
Sebring Regional Airport,KSEF,4204
Sebring Station,\N,4205
Secaucus Junction,\N,4206
Sedona Airport,KSEZ,4207
Selawik Airport,PASK,4208
Craig Field,KSEM,4209
Selfield Airport,KSES,4210
Finger Lakes Regional Airport,\N,4211
Franklin County Airport,KUOS,4212
Seward Airport,PAWD,4213
Seward Train Station,\N,4214
Shageluk Airport,PAHX,4215
Shaktoolik Airport,PFSH,4216
Sheboygan County Memorial Airport,KSBM,4217
Shelby County Airport,K2H0,4218
Turkey Mountain Estates Airport,MO00,4219
Sanderson Field,KSHN,4220
Eareckson Air Station,PASY,4221
Sheridan County Airport,KSHR,4222
Shishmaref Airport,PASH,4223
Show Low Regional Airport,KSOW,4224
Shreveport Regional Airport,KSHV,4225
Barksdale Air Force Base,KBAD,4226
Shreveport Downtown Airport,KDTN,4227
Shungnak Airport,PAGH,4228
Sidney Richland Municipal Airport,KSDY,4229
Sidney Municipal-Lloyd W Carr Field,KSNY,4230
Sikeston Memorial Municipal Airport,KSIK,4231
Grant County Airport,SVC,4232
Silver Springs Airport,KSPZ,4233
Silverton,\N,4234
Simi Valley Train Station,\N,4235
Sioux Gateway Col. Bud Day Field,KSUX,4236
Joe Foss Field Airport,KFSD,4237
Sitka Rocky Gutierrez Airport,PASI,4238
Chatham Seaplane Base,\N,4239
Skagway Airport,PAGY,4240
Skagway Cruise Pier,\N,4241
Sleetmute Airport,PASL,4242
North Central State Airport,KSFZ,4243
Smithtown Station,\N,4244
Smyrna Airport,KMQY,4245
Harvey Field S43,\N,4246
Snowshoe Mountain Ski Resort,\N,4247
Soldotna Airport,PASX,4248
Lake Cumberland Regional Airport,KSME,4249
Somerset County Airport,\N,4250
Somerset Airport,KSMQ,4251
Sonora Municipal Airport,KSOA,4252
South Bend Regional Airport,KSBN,4253
South Bend Station,\N,4254
South Haven Area Regional Airport,KLWA,4255
Lake Tahoe Airport,KTVL,4256
South Naknek Nr 2 Airport,PFWS,4257
South San Francisco Station,\N,4258
South San Francisco BART Station,\N,4259
Southeast,STHT,4260
Elizabeth Field,\N,4261
Sparrevohn LRRS Airport,PASV,4262
Black Hills Airport-Clyde Ice Field,KSPF,4263
Spencer Municipal Airport,KSPW,4264
Spokane International Airport,KGEG,4265
Fairchild Air Force Base,KSKA,4266
Felts Field,KSFF,4267
Spokane Amtrak Station,\N,4268
Abraham Lincoln Capital Airport,KSPI,4269
Springfield Branson National Airport,KSGF,4270
Springfield-Beckley Municipal Airport,KSGH,4271
Springfield IL Amtrak,\N,4272
Springfield Amtrak Station,\N,4273
Hartness State,\N,4274
St Ignace Ferry Terminal,\N,4275
St Mary's Airport,PASM,4276
St. Augustine Airport,\N,4277
Northeast Florida Regional Airport,KSGJ,4278
St. George Airport,\N,4279
St. Ignace Ferry Dock,\N,4280
St. James Station,\N,4281
Lambert St Louis International Airport,KSTL,4282
St. Louis Amtrak - old,\N,4283
St. Louis Gateway Transportation Center,\N,4284
Gateway Multimodal Transportation Center,\N,4285
Fortman Airport,\N,4286
St Michael Airport,PAMK,4287
St Paul Downtown Holman Field,KSTP,4288
Saint Paul Union Depot,\N,4289
St Paul Island Airport,PASN,4290
Albert Whitted Airport,KSPG,4291
St Petersburg Clearwater International Airport,KPIE,4292
Stamford Amtrak Station,\N,4293
University Park Airport,KUNV,4294
Statesville Regional Airport,KSVH,4295
Steamboat Springs Bob Adams Field,KSBS,4296
Stebbins Airport,\N,4297
Stehekin State Airport,\N,4298
Stephenville Clark Regional Airport,KSEP,4299
Sterling Municipal Airport,KSTK,4300
Spring Hill Airport,\N,4301
Jefferson County Airpark,\N,4302
Stevens Point Municipal Airport,KSTE,4303
Stevens Village Airport,\N,4304
Bay Bridge,\N,4305
Shoestring Aviation Airfield,\N,4306
Stillwater Regional Airport,KSWO,4307
Stinson Municipal Airport,KSSF,4308
Stockton Metropolitan Airport,KSCK,4309
Stony Brook Station,\N,4310
Stony River 2 Airport,\N,4311
Stormville Airport,\N,4312
Igor I Sikorsky Memorial Airport,KBDR,4313
Stratford Station,\N,4314
Witham Field,KSUA,4315
Door County Cherryland Airport,\N,4316
Sylvania Airport,\N,4317
Sturtevant Amtrak Station,\N,4318
Sublette Municipal Airport,K19S,4319
Sugar Land Regional Airport,KSGR,4320
Summit NJT Station,SMMT,4321
The Farm Airport,24SC,4322
Shaw Air Force Base,KSSC,4323
Sunnyvale Station,\N,4324
King Ranch Airport,AK59,4325
Swampscott Railroad Depot,\N,4326
Banks Airport,\N,4327
Merkel Field Sylacauga Municipal Airport,KSCD,4328
Plantation Airpark,KJYL,4329
Syosset Station,\N,4330
Syracuse Hancock International Airport,KSYR,4331
William F. Walsh Regional Transportation Center,SYTC,4332
McChord Air Force Base,KTCM,4333
Tacoma Narrows Airport,KTIW,4334
Amtrak Station,\N,4335
Takotna Airport,\N,4336
Talkeetna Airport,PATK,4337
Talkeetna Train Depot,\N,4338
Talladega Municipal Airport,KASN,4339
Tallahassee Regional Airport,KTLH,4340
Reeves Airport,\N,4341
Tampa International Airport,KTPA,4342
Mac Dill Air Force Base,KMCF,4343
Tampa Executive Airport,\N,4344
Tampa North Aero Park,\N,4345
Tampa Union Station,\N,4346
Peter O Knight Airport,KTPF,4347
Port Tampa Bay,\N,4348
Tanana Airport,\N,4349
Tappahannock Municipal,\N,4350
Rock Airport,\N,4351
Tatalina LRRS Airport,PATL,4352
Tatitlek Airport,\N,4353
Taunton Municipal King Field,KTAN,4354
Teller Airport,PATE,4355
Telluride Regional Airport,KTEX,4356
Draughon Miller Central Texas Regional Airport,KTPL,4357
Tenakee Seaplane Base,\N,4358
Terre Haute International Hulman Field,KHUF,4359
Teterboro Airport,KTEB,4360
Texarkana Regional Webb Field,KTXK,4361
Columbia Gorge Regional the Dalles Municipal Airport,KDLS,4362
Thief River Falls Regional Airport,KTVF,4363
Thomasville Regional Airport,KTVI,4364
Thomson-McDuffie County Airport,KHQU,4365
Thorne Bay Seaplane Base,\N,4366
Henry Tift Myers Airport,KTMA,4367
Tillamook Airport,KTMK,4368
Huggins Memorial,\N,4369
Tin City Long Range Radar Station Airport,PATC,4370
Arthur Dunn Airpark,\N,4371
Space Coast Regional Airport,KTIX,4372
Toccoa Airport - R.G. Letourneau Field,KTOC,4373
Togiak Airport,PATG,4374
Tok Junction Airport,PFTO,4375
Tok Airport,PATJ,4376
Toksook Bay Airport,PAOO,4377
Toledo Express Airport,KTOL,4378
Martin Luther King Jr. Plaza,\N,4379
Bloyer Field,\N,4380
Bloyer Field,KY72,4381
Tonopah Test Range Airport,KTNX,4382
Tonopah,\N,4383
Tonopah Airport,KTPH,4384
Topeka Regional Airport - Forbes Field,KFOE,4385
Philip Billard Municipal Airport,KTOP,4386
Topeka Station,\N,4387
Zamperini Field,KTOA,4388
Cherry Capital Airport,KTVC,4389
Trenton Mercer Airport,KTTN,4390
Trenton Amtrak Station,\N,4391
Trenton-Robbinsville Airport,\N,4392
Trenton Transit Center,TRTC,4393
Tribune,K5K2,4394
Trinidad Station,\N,4395
Portland Troutdale Airport,KTTD,4396
Troy Municipal Airport,KTOI,4397
Truckee Tahoe Airport,KTRK,4398
Truth Or Consequences Municipal Airport,KTCS,4399
Davis Monthan Air Force Base,KDMA,4400
Tucson International Airport,KTUS,4401
Marana Regional Airport,KAVQ,4402
Ryan Field,KRYN,4403
Tucumcari Municipal Airport,KTCC,4404
Tulsa International Airport,KTUL,4405
Richard Lloyd Jones Jr Airport,KRVS,4406
Tuluksak Airport,\N,4407
Tunica Municipal Airport,KUTA,4408
Tuntutuliak Airport,\N,4409
Tununak Airport,\N,4410
Tupelo Regional Airport,KTUP,4411
Tuscaloosa Regional Airport,KTCL,4412
Moton Field Municipal Airport,\N,4413
Twentynine Palms (Self) Airport,KNXP,4414
Joslin Field Magic Valley Regional Airport,KTWF,4415
Twin Hills Airport,\N,4416
Tyler Pounds Regional Airport,KTYR,4417
Tyonek Airport,\N,4418
Tyrone Station,\N,4419
Ukiah Municipal Airport,KUKI,4420
Ulysses Airport,KULS,4421
Unalakleet Airport,PAUN,4422
Unalaska Airport,PADU,4423
Cable Airport,KCCB,4424
Frasca Field,\N,4425
Union Station,\N,4426
Garner Field,KUVA,4427
Benson Airstrip,2XS8,4428
Eagle County Regional Airport,KEGE,4429
Valdez Pioneer Field,PAVD,4430
Ferry Terminal,VLDZ,4431
Moody Air Force Base,KVAD,4432
Valdosta Regional Airport,KVLD,4433
Miller Field,KVTN,4434
Valkaria Municipal,\N,4435
Destin-Ft Walton Beach Airport,KVPS,4436
Porter County Municipal Airport,\N,4437
Porter County Municipal Airport,KVPZ,4438
Van Nuys Airport,KVNY,4439
Van Wert County Airport,KVNW,4440
Vancouver WA Station,\N,4441
Venetie Airport,PAVE,4442
Venice Municipal Airport,KVNC,4443
Ventura Amtrak,\N,4444
Vernal Regional Airport,KVEL,4445
Vero Beach Municipal Airport,KVRB,4446
Victoria Regional Airport,KVCT,4447
Southern California Logistics Airport,KVCV,4448
Villa Park Station,\N,4449
Earl L. Small Jr. Field/Stockmar Airport,20GA,4450
Martha's Vineyard Airport,KMVY,4451
Municipal Airport,\N,4452
Visalia Municipal Airport,KVIS,4453
TSTC Waco Airport,KCNW,4454
Waco Regional Airport,KACT,4455
Wadsworth Municipal,\N,4456
Wheeler Army Airfield,PHHI,4457
Wahoo Municipal Airport,KAHQ,4458
Waikoloa Heliport,HI07,4459
Wainwright Airport,PAWI,4460
Wales Airport,PAIW,4461
Walkersville Train Depot,\N,4462
Walla Walla Regional Airport,KALW,4463
Henderson Field,KACZ,4464
Wallops Flight Facility Airport,KWAL,4465
Warsaw Municipal Airport,KASW,4466
Ronald Reagan Washington National Airport,KDCA,4467
Washington Dulles International Airport,KIAD,4468
Washington Union Station,\N,4469
All Airports,\N,4470
Warren Field,KOCW,4471
Tysons Corner Station,\N,4472
Westerly State Airport,KWST,4473
Greyhound Station,DCBS,4474
Wasilla Airport,PAWS,4475
Central Wisconsin Airport,KCWA,4476
Waterloo Regional Airport,KALO,4477
Waterloo Station,\N,4478
Watertown International Airport,KART,4479
Watertown Regional Airport,KATY,4480
Watsonville Municipal Airport,KWVI,4481
Waukegan Station,\N,4482
Waukesha County Airport,\N,4483
Waupaca Municipal Airport,KPCZ,4484
Wausau Downtown Airport,KAUW,4485
Eagle's Nest Airport,\N,4486
Wellington Municipal Airport,KEGT,4487
Pangborn Memorial Airport,KEAT,4488
Wendover Airport,KENV,4489
Dupage Airport,KDPA,4490
West Chicago Station,\N,4491
Brandywine Airport,KOQN,4492
Francis S Gabreski Airport,KFOK,4493
West Haven Station,\N,4494
Palm Beach County Park Airport,KLNA,4495
Palm Beach International Airport,KPBI,4496
West Palm Beach Station,\N,4497
West Point Village Seaplane Base,\N,4498
Yellowstone Airport,KWYS,4499
Westbury Station,\N,4500
Western Springs Metra Station,\N,4501
Barnes Municipal Airport,KBAF,4502
Westport Amtrak Station,\N,4503
Saugatuck Staiton,\N,4504
Westsound Seaplane Base,\N,4505
Shenandoah Valley Regional Airport,KSHD,4506
College Avenue Station,\N,4507
Wheaton Station,\N,4508
Wheeling Ohio County Airport,KHLG,4509
Whidbey Island Naval Air Station /Ault Field/ Airport,KNUW,4510
White Mountain Airport,PAWM,4511
Westchester County Airport,KHPN,4512
White Plains,WPLN,4513
Condron Army Air Field,KWSD,4514
Whittier Airport,PAWR,4515
Whittier Port,\N,4516
Ferry Terminal,WHIT,4517
Wichita Mid Continent Airport,KICT,4518
