Airport,Iata,city_id
Friday Harbor Seaplane Base,\N,3034
Ferry Dock,FRID,3035
Eastern Slopes Regional Airport,KIZG,3036
Fullerton Municipal Airport,KFUL,3037
Funter Bay Seaplane Base,PANR,3038
Northeast Alabama Regional Airport,KGAD,3039
Gainesville Regional Airport,KGNV,3040
Lee Gilmer Memorial Airport,KGVL,3041
Montgomery County Airpark,KGAI,3042
Edward G. Pitka Sr Airport,PAGA,3043
Galesburg Station,\N,3044
Galesburg Municipal Airport,KGBG,3045
Galion Municipal Airport,KGQQ,3046
Gallup Municipal Airport,KGUP,3047
Scholes International At Galveston Airport,KGLS,3048
Harbour,\N,3049
Gambell Airport,PAGM,3050
Garden City Regional Airport,KGCK,3051
Garden City Station,\N,3052
Merillon Avenue Station,\N,3053
Gary Chicago International Airport,KGYY,3054
Adam Benjamin Metro Center,\N,3055
Germack Airport,\N,3056
Geneva Station,\N,3057
Brown County Airport,KGEO,3058
Sussex County Airport,KGED,3059
Georgetown County Airport,KGGE,3060
Georgetown Municipal Airport,KGTU,3061
Black Rock City Airport,\N,3062
Winterplace Ski Resort,\N,3063
Gila Bend Municipal Airport,KE63,3064
Gillette Campbell County Airport,KGCC,3065
Gilman Station,\N,3066
Gladwin Zettel Memorial Airport,KGDW,3067
Wokal Field Glasgow International Airport,KGGW,3068
Glasgow Industrial Airport,07MT,3069
Glen Ellyn Station,\N,3070
Glen Park BART Station,\N,3071
Glencoe Station,\N,3072
Glendale Municipal Airport,KGEU,3073
Dawson Community Airport,KGDV,3074
Glenview Amtrak Station,\N,3075
Naval Air Station,KNBU,3076
Glenwood Springs Train Station,\N,3077
Gloucester Station,\N,3078
West Gloucester Station,\N,3079
Gloucester Station,\N,3080
Golden Glades Station,\N,3081
Seymour Johnson Air Force Base,KGSB,3082
Goldthwaite,KT37,3083
Golovin Airport,PAGL,3084
Renner Field-Goodland Municipal Airport,KGLD,3085
Goodnews Airport,\N,3086
Phoenix Goodyear Airport,KGYR,3087
Amtrak Station,\N,3088
Grand Canyon National Park Airport,KGCN,3089
Grand Canyon Heliport,\N,3090
Grand Canyon West Airport,\N,3091
Grand Forks International Airport,KGFK,3092
Central Nebraska Regional Airport,KGRI,3093
Grand Junction Regional Airport,KGJT,3094
Grand Junction Train Station,\N,3095
Grand Marais Cook County Airport,KCKC,3096
Gerald R. Ford International Airport,KGRR,3097
Grand Rapids Itasca Co-Gordon Newstrom field,KGPZ,3098
Grant County International Airport,KMWH,3099
Grants-Milan Municipal Airport,KGNT,3100
Grayling Airport,\N,3101
Great Bend Municipal Airport,KGBD,3102
Great Falls International Airport,KGTF,3103
Great Lakes Station,\N,3104
Greeley–Weld County Airport,KGXY,3105
Austin Straubel International Airport,KGRB,3106
Haller Airpark,7FL4,3107
Green River Station,\N,3108
Putnam County Airport,\N,3109
Greenlawn Station,\N,3110
Piedmont Triad International Airport,KGSO,3111
Greensburg Station,\N,3112
Majors Airport,KGVT,3113
Greenville Spartanburg International Airport,KGSP,3114
Mid Delta Regional Airport,KGLH,3115
Pitt Greenville Airport,KPGV,3116
Donaldson Center Airport,KGYH,3117
Greenville Downtown Airport,KGMU,3118
Greenwich Station,\N,3119
Greenwood–Leflore Airport,KGWO,3120
Galt Field Airport,\N,3121
Griffin-Spalding County Airport,\N,3122
Homey (Area 51) Airport,KXTA,3123
Groton New London Airport,KGON,3124
Grove Municipal Airport,KGMJ,3125
Grove City Airport,\N,3126
Ocean Ridge Airport,\N,3127
GulfofMexico,\N,3128
Jack Edwards Airport,KJKA,3129
Gulfport Biloxi International Airport,KGPT,3130
Gulkana Airport,PAGK,3131
Gunnison Crested Butte Regional Airport,KGUC,3132
Guntersville Municipal Airport - Joe Starnes Field,\N,3133
Gustavus Airport,PAGS,3134
Guymon Municipal Airport,KGUY,3135
Sawyer International Airport,KSAW,3136
Hagerstown Regional Richard A Henson Field,KHGR,3137
Friedman Memorial Airport,KSUN,3138
Haines Airport,PAHN,3139
Half Moon Bay Airport,KHAF,3140
Hamburg Inc Airport,\N,3141
Butler Co Regional Airport - Hogan Field,KHAO,3142
Hamilton Municipal Airport,KMNZ,3143
Hammond-Whiting Station,\N,3144
Langley Air Force Base,KLFI,3145
Atlanta South Regional Airport/Tara Field,K4A7,3146
Hana Airport,PHHN,3147
Houghton County Memorial Airport,KCMX,3148
Hite Airport,\N,3149
Valley International Airport,KHRL,3150
Harpers Ferry Train Station,\N,3151
Harrisburg International Airport,KMDT,3152
Capital City Airport,KCXY,3153
Harrisburg Transportation Center,HBRG,3154
Harrisburg Transportation Center,\N,3155
Boone County Airport,KHRO,3156
Hartford Brainard Airport,KHFD,3157
Hartford Union Station,\N,3158
Hartsville Regional Airport,KHVS,3159
Hattiesburg Bobby L Chain Municipal Airport,KHBG,3160
Hattiesburg Laurel Regional Airport,KPIB,3161
Havre City County Airport,KHVR,3162
Havre Train Station,\N,3163
Jack Northrop Field Hawthorne Municipal Airport,KHHR,3164
Yampa Valley Airport,KHDN,3165
Hays Regional Airport,KHYS,3166
Hayward Executive Airport,KHWD,3167
Sawyer County Airport,KHYR,3168
Hazel Crest Metra Station,\N,3169
Hazelton Bus Station,HZLT,3170
Hazleton Municipal Airport,KHZL,3171
Healy River Airport,PAHV,3172
Denali Rail,\N,3173
Heber City Municipal Airport,\N,3174
Helena Regional Airport,KHLN,3175
Heli 1,XXX1,3176
Heli 2,XXX2,3177
Amtrak Station,\N,3178
Henderson Executive Airport,KHND,3179
Terminal 1 Lindbergh Metro Transit Station,\N,3180
Terminal 2 Humphrey Metro Transit Station,\N,3181
Metrorail Transfer Station,\N,3182
Hialeah Market Station,\N,3183
Range Regional Airport,KHIB,3184
Hickory Regional Airport,KHKY,3185
Hicksville Station,\N,3186
Braeside Station,\N,3187
Ravinia Station,\N,3188
Highland Park Station,\N,3189
Ravinia Park Station,\N,3190
Highwood Station,\N,3191
Hillsboro Municipal Airport,KINJ,3192
Portland Hillsboro Airport,KHIO,3193
Hillsdale Station,\N,3194
Hilo International Airport,PHTO,3195
Hilo Cruise Terminal Hawaii,\N,3196
Hilton Head,KHHH,3197
Hilton Head Airport,KHXD,3198
Hobart Regional Airport,KHBR,3199
Lea County Regional Airport,KHOB,3200
Brewster Field,KHDE,3201
Tulip City Airport,KBIV,3202
Hollis Seaplane Base,\N,3203
Frazier Lake Airpark,\N,3204
Hollister,\N,3205
 Hollister Municipal Airport,KCVH,3206
North Perry Airport,KHWO,3207
Hollywood Station,\N,3208
Sheridan Street Station,\N,3209
Holy Cross Airport,PAHC,3210
Homer Airport,PAHO,3211
Homestead ARB Airport,KHST,3212
Homestead General Aviation Airport,\N,3213
Homewood Station,\N,3214
South Texas Regional Airport at Hondo,KHDO,3215
Honolulu International Airport,PHNL,3216
Hickam Air Force Base,PHIK,3217
Honolulu Cruise Terminal Oahu,\N,3218
Hoonah Airport,PAOH,3219
Hooper Bay Airport,PAHP,3220
Campbell AAF (Fort Campbell) Air Field,KHOP,3221
Bowerman Airport,KHQM,3222
Memorial Field,KHOT,3223
Keweenaw Waterway,\N,3224
Roscommon County - Blodgett Memorial Airport,KHTL,3225
Houlton International Airport,KHUL,3226
George Bush Intercontinental Houston Airport,KIAH,3227
William P Hobby Airport,KHOU,3228
Ellington Airport,KEFD,3229
David Wayne Hooks Memorial Airport,KDWH,3230
West Houston Airport,KIWS,3231
Andrau Airpark,KAAP,3232
Hudson Amtrak Station,\N,3233
Columbia County,\N,3234
Hughes Airport,PAHU,3235
Hunter Army Air Field,KSVN,3236
Huntingdon Station,\N,3237
Tri-State/Milton J. Ferguson Field,KHTS,3238
Huntington NY Station,\N,3239
Huntsville International Carl T Jones Field,KHSV,3240
Madison County Executive Airport-Tom Sharp Jr Field,KMDQ,3241
Huntsville Regional Airport,KUTS,3242
Huron Regional Airport,KHON,3243
Huslia Airport,PAHL,3244
Hutchinson Municipal Airport,KHUT,3245
Hutchinson Station,\N,3246
Hydaburg Seaplane Base,PAHY,3247
Hyder Seaplane Base,\N,3248
Icy Bay Airport,\N,3249
Idaho Falls Regional Airport,KIDA,3250
Igiugig Airport,PAIG,3251
Iliamna Airport,PAIL,3252
Immokalee Regional Airport,KIMM,3253
Imperial County Airport,KIPL,3254
Independence Municipal Airport,KIDP,3255
Indian Mountain LRRS Airport,PAIM,3256
Creech Air Force Base,KINS,3257
Indianapolis International Airport,KIND,3258
Indianapolis Metropolitan Airport,KUMP,3259
Union Station,\N,3260
Falls International Airport,KINL,3261
Inwood Station,\N,3262
Inyokern Airport,KIYK,3263
Iowa City Municipal Airport,KIOW,3264
Iraan Municipal Airport,K2F0,3265
Ford Airport,KIMT,3266
Gogebic Iron County Airport,\N,3267
Irvine Transportation Center,\N,3268
Metropark Amtrak Station,\N,3269
Windigo Harbor Seaplane Dock,\N,3270
Long Island Mac Arthur Airport,KISP,3271
Ithaca Tompkins Regional Airport,KITH,3272
Jackpot,\N,3273
Jackson Hole Airport,KJAC,3274
Jackson-Medgar Wiley Evers International Airport,KJAN,3275
Mc Kellar Sipes Regional Airport,KMKL,3276
Jackson County Reynolds Field,KJXN,3277
Jackson MI Station,\N,3278
Jackson Union Station,\N,3279
Little Rock Air Force Base,KLRF,3280
Jacksonville Naval Air Station,KNIP,3281
New River MCAS /H/ /Mccutcheon Fld/ Airport,KNCA,3282
Jacksonville International Airport,KJAX,3283
Cecil Airport,KVQQ,3284
Jacksonville Station,\N,3285
Jacksonville Executive at Craig Airport,KCRG,3286
Albert J Ellis Airport,KOAJ,3287
Jamestown Regional Airport,KJMS,3288
Chautauqua County-Jamestown Airport,KJHW,3289
Southern Wisconsin Regional Airport,KJVL,3290
Pickens County Airport,KJZP,3291
Jasper County Airport-Bell Field,KJAS,3292
Jackson County Airport,\N,3293
Jefferson City Memorial Airport,KJEF,3294
Jekyll Island Airport,\N,3295
Jesup Wayne County Airport,KJES,3296
John Murtha Johnstown Cambria County Airport,KJST,3297
Johnstown Amtrak,\N,3298
Johnstown Amtrak,\N,3299
Joliet Regional Airport,KJOT,3300
Joliet Union Station,\N,3301
Jonesboro Municipal Airport,KJBR,3302
Joplin Regional Airport,KJLN,3303
Kimble County Airport,KJCT,3304
Juneau International Airport,PAJN,3305
Herbert Glacier,\N,3306
Juneau Cruise Pier,\N,3307
Kahului Airport,PHOG,3308
Kahului Cruise Terminal,\N,3309
Kailua Kona Harbor,\N,3310
Kona Dock,\N,3311
Lee C Fine Memorial Airport,KAIZ,3312
Kake Airport,PAFE,3313
Kake Seaplane Base,\N,3314
Kalamazoo Battle Creek International Airport,KAZO,3315
Kalamazoo Transportation Center,\N,3316
Glacier Park International Airport,KGPI,3317
Kalispell,\N,3318
Kalispell City Airport,\N,3319
Kalskag Airport,PALG,3320
Kaltag Airport,PAKV,3321
Waimea Kohala Airport,PHMU,3322
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,PHNG,3323
Greater Kankakee Airport,KIKK,3324
Kankakee Station,\N,3325
Kansas City International Airport,KMCI,3326
Charles B. Wheeler Downtown Airport,KMKC,3327
Kansas City Union Station,\N,3328
Kalaeloa Airport,PHJR,3329
Karluk Airport,PAKY,3330
Kasigluk Airport,PFKA,3331
Lake Brooks AK,\N,3332
Kearney Municipal Airport,EAR,3333
Dillant Hopkins Airport,KEEN,3334
Southwest Washington Regional Airport,KKLS,3335
Kenai Municipal Airport,PAEN,3336
Kendal Glider Port,\N,3337
Kendall-Tamiami Executive Airport,KTMB,3338
Kenilworth Station,\N,3339
Kenmore Air Harbor Inc Seaplane Base,\N,3340
Kenosha Regional Airport,KENW,3341
Kenosha Station,\N,3342
Kent State Airport,\N,3343
Keokuk Municipal Airport,KEOK,3344
Kern Valley Airport,\N,3345
Kerrville Municipal Louis Schreiner Field,KERV,3346
Ketchikan International Airport,PAKT,3347
Ketchikan harbor Seaplane Base,\N,3348
Neets Bay,\N,3349
Ketchikan Cruise Pier,\N,3350
Naval Air Station Key West/Boca Chica Field,KNQX,3351
Key West International Airport,KEYW,3352
Sugar Loaf Shores Airport,7FA1,3353
Key West Cruise Port,\N,3354
Rushmore Heliport,\N,3355
Bob Baker Memorial Airport,PAIK,3356
First Flight Airport,KFFA,3357
Robert Gray  Army Air Field Airport,KGRK,3358
King City,\N,3359
King Cove Airport,PAVC,3360
King Salmon Airport,PAKN,3361
Kingman Airport,IGM,3362
Kings Park Station,\N,3363
Kingsville Naval Air Station,KNQI,3364
Kinston Regional Jetport At Stallings Field,KISO,3365
Kipnuk Airport,PAKI,3366
Kirksville Regional Airport,KIRK,3367
Kirtland Air Force Base,KIKR,3368
Kissimmee Gateway Airport,KISM,3369
Kitoi Bay Seaplane Base,\N,3370
Kivalina Airport,PAVL,3371
Klamath Falls Airport,KLMT,3372
Klawock Airport,PAKW,3373
Klawock Seaplane Base,PAQC,3374
Whiteman Air Force Base,KSZL,3375
McGhee Tyson Airport,KTYS,3376
Knoxville Downtown Island Airport,KDKX,3377
Kobuk Airport,PAOB,3378
Kodiak Airport,PADQ,3379
Kokomo Municipal Airport,KOKK,3380
Koliganek Airport,PAJZ,3381
Kona International At Keahole Airport,PHKO,3382
Kongiganak Airport,PADY,3383
Kotlik Airport,PFKO,3384
Ralph Wien Memorial Airport,PAOT,3385
Koyuk Alfred Adams Airport,PAKK,3386
Koyukuk Airport,PFKU,3387
Kulik Lake Airport,\N,3388
Ugnu-Kuparuk Airport,PAKU,3389
Kwethluk Airport,PFKW,3390
Kwigillingok Airport,PAGG,3391
La Crosse Municipal Airport,KLSE,3392
La Crosse Amtrak Station,\N,3393
La Grande/Union County Airport,KLGD,3394
La Junta Municipal Airport,KLHX,3395
La Junta Station,\N,3396
La Plata Station,\N,3397
Brackett Field,KPOC,3398
Lafayette Regional Airport,KLFT,3399
Purdue University Airport,KLAF,3400
Barwick Lafayette Airport,\N,3401
Lago Vista Tx Rusty Allen Airport,KRYW,3402
Lagrange Callaway Airport,KLGC,3403
Lahaina Harbor Maui Hawaii,\N,3404
Kapalua Airport,PHJH,3405
Lake Bluff Station,\N,3406
Lake Charles Regional Airport,KLCH,3407
Lake City Gateway Airport,KLCQ,3408
East Lake Forest Station,\N,3409
Grand Geneva Resort Airport,\N,3410
Lake Havasu City Airport,KHII,3411
Minchumina Airport,PAMH,3412
Lake Placid Airport,KLKP,3413
Lake Wales Municipal Airport,\N,3414
Lake Worth Station,\N,3415
Lakehurst Maxfield Field Airport,KNEL,3416
Lakeland Linder Regional Airport,KLAL,3417
South Lakeland Airport,\N,3418
Lakeland Amtrak,\N,3419
Lake County Airport,KLKV,3420
Lakeway Airpark,K3R9,3421
Lamar Municipal Airport,KLAA,3422
Lamar Station,\N,3423
Lampasas Airport,KLZZ,3424
Lanai Airport,PHNY,3425
Lancaster Airport,KLNS,3426
Lancaster Amtrak Station,\N,3427
General WM J Fox Airfield,KWJF,3428
Lancaster Station,\N,3429
Capital City Airport,KLAN,3430
Lansing Municipal Airport,KIGQ,3431
Dupont-Lapeer,\N,3432
Laramie Regional Airport,KLAR,3433
Laredo International Airport,KLRD,3434
Larned Pawnee County Airport,KLQR,3435
Larsen Bay Airport,PALB,3436
Las Cruces International Airport,KLRU,3437
Nellis Air Force Base,KLSV,3438
McCarran International Airport,KLAS,3439
Las Vegas Municipal Airport,KLVS,3440
North Las Vegas Airport,KVGT,3441
Las Vegas Greyhound Bus Station,\N,3442
Arnold Palmer Regional Airport,KLBE,3443
Latrobe Station,\N,3444
Lawrence Municipal Airport,KLWM,3445
Lawrence Municipal Airport,KLWC,3446
Lawrence Station,\N,3447
Lawrence Station,\N,3448
Gwinnett County Briscoe Field,KLZU,3449
Lawton Fort Sill Regional Airport,KLAW,3450
Alitak Seaplane Base,\N,3451
Lebanon Municipal Airport,KLEB,3452
Lebanon State,KS30,3453
Lee Vining,\N,3454
Leesburg Executive Airport,KJYO,3455
Leesburg International Airport,KLEE,3456
Lemoore Naval Air Station (Reeves Field) Airport,KNLC,3457
Levelock Airport,\N,3458
Lewes Ferry Terminal,\N,3459
Greenbrier Valley Airport,KLWB,3460
Lewisburg Bus Stop,LWSB,3461
Lewiston Nez Perce County Airport,KLWS,3462
Auburn Lewiston Municipal Airport,KLEW,3463
Garland Airport,\N,3464
Lewiston Station,\N,3465
Lewistown Municipal Airport,KLWT,3466
Lewistown Amtrak Station,\N,3467
Jim Kelly Field,KLXN,3468
Blue Grass Airport,KLEX,3469
Liberal Mid-America Regional Airport,KLBL,3470
Causey Airport,K2A5,3471
Lihue Airport,PHLI,3472
Lima Allen County Airport,KAOH,3473
Lincoln Airport,KLNK,3474
Lincoln Regional Karl Harder Field,KLHM,3475
Linden Airport,KLDJ,3476
Moyer Field,\N,3477
Ashland-Lineville Airport,\N,3478
Liskeard Station,\N,3479
Bill & Hillary Clinton National Airport/Adams Field,KLIT,3480
Suwannee County Airport,\N,3481
Livermore Municipal Airport,KLVK,3482
Livingood Airport,\N,3483
Mission Field,KLVM,3484
William T. Piper Memorial Airport,KLHV,3485
Lewis University Airport,KLOT,3486
Mallards Landing Airport,GA04,3487
Logan-Cache Airport,KLGU,3488
Lombard Station,\N,3489
Vandenberg Air Force Base,KVBG,3490
Lompoc Airport,KLPC,3491
London-Corbin Airport/Magee Field,KLOZ,3492
Madison County Airport,KUYF,3493
Tri-County Regional Airport,KLNR,3494
Long Beach /Daugherty Field/ Airport,KLGB,3495
Long Beach,LBNY,3496
Long Lake,\N,3497
East Texas Regional Airport,KGGG,3498
Longview Ranch Airport,OG39,3499
Lopez Island Airport,S31,3500
Lorain County Regional Airport,KLPR,3501
Los Alamos Airport,KLAM,3502
Los Angeles International Airport,KLAX,3503
Los Angeles San Pedro Cruise Terminal,\N,3504
Los Angeles Union Station,\N,3505
Whiteman Airport,KWHP,3506
Acadiana Regional Airport,KARA,3507
Bowman Field,KLOU,3508
Louisville International Standiford Field,KSDF,3509
Derby Field,KLOL,3510
Lowell City Airport,\N,3511
Lubbock Preston Smith International Airport,KLBB,3512
Mason County Airport,KLDM,3513
Ludington Ferry Terminal,\N,3514
Angelina County Airport,KLFK,3515
Lumberton Regional Airport,KLBT,3516
Luray Caverns Airport,KLUA,3517
Lynchburg Regional Preston Glenn Field,KLYH,3518
Falwell,KW24,3519
Lynden Airport,\N,3520
Central Square - Lynn Station,\N,3521
Mackinac Island Airport,\N,3522
Mackinac Island Dock,\N,3523
Mc Minnville Municipal Airport,KMMV,3524
Macomb Municipal Airport,\N,3525
Menominee Marinette Twin County Airport,KMNM,3526
Middle Georgia Regional Airport,KMCN,3527
Robins Air Force Base,KWRB,3528
Madera Municipal Airport,KMAE,3529
Dane County Regional Truax Field,KMSN,3530
Madison Municipal Airport,K52A,3531
Madison NJT Station,MDSN,3532
Malad City Airport,KMLD,3533
Mammoth Yosemite Airport,KMMH,3534
Manassas Regional Airport/Harry P. Davis Field,KHEF,3535
Manchester by the Sea Station,\N,3536
Manchester Airport,KMHT,3537
Mangonia Park Station,\N,3538
Manhattan Regional Airport,KMHK,3539
Manistee Co Blacker Airport,KMBL,3540
Manitowoc Ferry Terminal,\N,3541
Mankato Regional Airport,KMKT,3542
Manley Hot Springs Airport,PAML,3543
Manokotak Airport,PAMB,3544
Mansfield Lahm Regional Airport,KMFD,3545
Mansfield Municipal,\N,3546
Dare County Regional Airport,KMQI,3547
Dare County Regional Airport,\N,3548
Maplewood NJT Station,MPLD,3549
Pinal Airpark,KMZJ,3550
The Florida Keys Marathon Airport,KMTH,3551
Marco Island Airport,KMKY,3552
Marfa Municipal Airport,KMRF,3553
Dobbins Air Reserve Base,KMGE,3554
Williamson County Regional Airport,KMWA,3555
Mariposa Yosemite Airport,KMPI,3556
Marquette Airport,KMQT,3557
Marshall Don Hunter Sr Airport,PADM,3558
Brooks Field,KRMY,3559
Marshall Aiport,\N,3560
Marshfield Municipal George Harlow Field,KGHG,3561
Marshfield Municipal Airport,KMFI,3562
Eastern WV Regional Airport/Shepherd Field,KMRB,3563
Hurlburt Field,KHRT,3564
Beale Air Force Base,KBAB,3565
Union County Airport,KMRT,3566
Mason City Municipal Airport,KMCW,3567
Massena International Richards Field,KMSS,3568
Desert Aire Airport,KM94,3569
Mattoon Amtrak,\N,3570
Naval Station Mayport (Admiral David L. Mcdonald Field),KNRB,3571
Lost River Resort Airport,\N,3572
Mc Comb/Pike County Airport/John E Lewis Field,KMCB,3573
Mc Pherson Airport,KMPR,3574
Mc Alester Regional Airport,KMLC,3575
Mc Allen Miller International Airport,KMFE,3576
McCall Municipal Airport,KMYL,3577
McCarthy Airport,\N,3578
Amtrak Station,MCMB,3579
Mc Cook Ben Nelson Regional Airport,KMCK,3580
McGrath Airport,PAMC,3581
McKinley National Park Airport,PAIN,3582
Meade Municipal Airport,KMEJ,3583
Burrello-Mechanicville Airport,\N,3584
Rogue Valley International Medford Airport,KMFR,3585
Mekoryuk Airport,PAMY,3586
Melbourne International Airport,KMLB,3587
Melrose Park Station,\N,3588
Pinelawn Station,\N,3589
Memphis International Airport,KMEM,3590
General Dewitt Spain Airport,KM01,3591
Mendota Union Depot,\N,3592
Menlo Park Station,\N,3593
Castle Airport,KMER,3594
Merced Regional Macready Field,KMCE,3595
Desert Rock Airport,KDRA,3596
Meriden Markham Municipal Airport,KMMK,3597
Meridian Naval Air Station,KNMM,3598
Key Field,KMEI,3599
Phoenix-Mesa-Gateway Airport,KIWA,3600
Falcon Field,KFFZ,3601
Metlakatla Seaplane Base,PAMM,3602
Mexia - Limestone County Airport,\N,3603
Miami International Airport,KMIA,3604
Dade Collier Training and Transition Airport,KTNT,3605
Opa-locka Executive Airport,KOPF,3606
Miami Cruise Terminal,\N,3607
Miami Seaplane Base,\N,3608
Michigan City Municipal Airport,KMGC,3609
Carroll Avenue NICTD Station,\N,3610
Michigan City Amtrak Station,\N,3611
Randall Airport,\N,3612
Midland International Airport,KMAF,3613
Frank Wiley Field,KMLS,3614
Milford Station,\N,3615
Millbrae Intermodal Terminal,\N,3616
SFO BART Station,\N,3617
Baldwin County Airport,KMLJ,3618
Millington Regional Jetport Airport,KNQA,3619
Millinocket Municipal Airport,KMLT,3620
Millville Municipal Airport,KMIV,3621
Whiting Field Naval Air Station - North,KNSE,3622
General Mitchell International Airport,KMKE,3623
Lawrence J Timmerman Airport,KMWC,3624
Milwaukee Airport Station,\N,3625
Milwaukee Intermodal Station,\N,3626
Mineola Station,\N,3627
Mineral Wells Airport,KMWL,3628
Minneapolis-St Paul International/Wold-Chamberlain Airport,KMSP,3629
Target Field Metro Transit Station,\N,3630
Lakeland-Noble F. Lee Memorial field,KARV,3631
Minot International Airport,KMOT,3632
Minot Air Force Base,KMIB,3633
Minot Train Station,\N,3634
Minto Airport,\N,3635
Miramar Marine Corps Air Station - Mitscher Field,KNKX,3636
Mesquite Metro Airport,KHQZ,3637
Missoula International Airport,KMSO,3638
Canyonlands Field,KCNY,3639
Mobile Downtown Airport,KBFM,3640
Mobile Regional Airport,KMOB,3641
Mobile Airport,1AZ0,3642
Mobridge Municipal Airport,KMBG,3643
Modesto City Co-Harry Sham Field,KMOD,3644
Mojave Airport,KMHV,3645
Quad City International Airport,KMLI,3646
Molokai Airport,PHMK,3647
Kalaupapa Airport,PHLU,3648
Monroe Regional Airport,KMLU,3649
Monroe Municipal Airport,KEFT,3650
Pittsburgh-Monroeville Airport,\N,3651
Montauk Airport,KMTP,3652
Monterey Peninsula Airport,KMRY,3653
Maxwell Air Force Base,KMXF,3654
Montgomery Regional (Dannelly Field) Airport,KMGM,3655
Orange County Airport,KMGJ,3656
Montgomery Union Station,\N,3657
Monticello Municipal Ellis Field,KLLQ,3658
Edward F Knapp State Airport,KMPV,3659
Montrose Regional Airport,KMTJ,3660
Monument Valley Airport,UT25,3661
Foothills Regional Airport,KMRN,3662
Morgantown Municipal Walter L. Bill Hart Field,KMGW,3663
Morgantown Airport,\N,3664
Morristown Municipal Airport,KMMU,3665
San Agustin Airport,MRST,3666
Morrisville Stowe State Airport,KMVL,3667
Moser Bay Seaplane Base,\N,3668
Moultrie Municipal Airport,\N,3669
Selfridge Angb Airport,KMTC,3670
South Jersey Regional Airport,KVAY,3671
Mount Laurel Greyhound Station,\N,3672
Mt Pleasant Regional-Faison field,KLRO,3673
Pocono Mountains Municipal Airport,KMPO,3674
Mount Sterling Montgomery County Airport,KIOB,3675
Mount Vernon,\N,3676
Mountain Home Air Force Base,KMUO,3677
Mountain Home Municipal Airport,\N,3678
Ozark Regional Airport,KBPK,3679
Moffett Federal Airfield,KNUQ,3680
Downtown Mountain View Station,\N,3681
San Antonio Station,\N,3682
San Antonio Caltrain Station,\N,3683
Mountain Village Airport,PAMO,3684
Muir Army Air Field (Fort Indiantown Gap) Airport,KMUI,3685
Delaware County Johnson Field,KMIE,3686
French Valley Airport,\N,3687
French Valley Airport,KF70,3688
Northwest Alabama Regional Airport,KMSL,3689
Muskegon County Airport,KMKG,3690
Davis Field,KMKO,3691
Myrtle Beach International Airport,KMYR,3692
Nantucket Memorial Airport,KACK,3693
Straight Warf,\N,3694
Napa County Airport,KAPC,3695
Napakiak Airport,PANA,3696
Napaskiak Airport,PAPK,3697
Naperville Station,\N,3698
Naples Municipal Airport,KAPF,3699
Nappanee Municipal Airport,KC03,3700
Boire Field,KASH,3701
Nashville International Airport,KBNA,3702
Kauai Cruise Terminal Nawiliwili,\N,3703
Needle,\N,3704
Needles Airport,KEED,3705
Nelson Lagoon Airport,PAOU,3706
Nenana Municipal Airport,PANN,3707
Neodesha Municipal Airport,K2K7,3708
New Bedford Regional Airport,KEWB,3709
Coastal Carolina Regional Airport,KEWN,3710
New Brunswick Station,NBWK,3711
New Buffalo Station,\N,3712
New Carrollton Rail Station,\N,3713
New Castle Henry Co. Municipal Airport,KUWL,3714
Tweed New Haven Airport,KHVN,3715
New Haven Rail Station,\N,3716
New Haven State Street Station,\N,3717
New Hyde Park Station,\N,3718
Morris Canal Basin,\N,3719
Laraway Road,\N,3720
New London Union Station,\N,3721
New Orleans NAS JRB/Alvin Callender Field,KNBG,3722
Louis Armstrong New Orleans International Airport,KMSY,3723
Lakefront Airport,KNEW,3724
Union Passenger Terminal,\N,3725
Canal at Carondelet Streetcar Stop,\N,3726
St. Charles at Lee Circle Streetcar Stop,\N,3727
St. Charles at Louisiana Streetcar Stop,\N,3728
St. Charles at Jefferson Streetcar Stop,\N,3729
St. Charles at S. Carrollton Streetcar Stop,\N,3730
S. Carrollton at S. Claiborne Streetcar Stop,\N,3731
Harry Clever Field,KPHD,3732
New Richmond Regional Airport,KRNH,3733
New Rochelle Amtrak Station,\N,3734
New Stuyahok Airport,PANW,3735
La Guardia Airport,KLGA,3736
John F Kennedy International Airport,KJFK,3737
Wall Street Heliport,KJRB,3738
East 34th Street Heliport,NONE,3739
Penn Station,\N,3740
West 30th St. Heliport,KJRA,3741
Indianola Municipal Airport,KIDL,3742
Port Authority Bus Terminal,NYPA,3743
NEW YORK CRUISE TERMINAL PIER 92,\N,3744
One Police Plaza Heliport,NK39,3745
All Airports,\N,3746
Grand Central Terminal,\N,3747
Tremont,\N,3748
Port Authority,\N,3749
Harlem-125th Street Station,\N,3750
Jamaica Station,\N,3751
Woodside Station,\N,3752
Fordham Station,\N,3753
Richmond Valley Staten Island Railway Station,\N,3754
Grasmere Staten Island Railway Station,\N,3755
Bay Ridge 95th Street Station,\N,3756
Parkchester Station,\N,3757
George Washington Bridge Bus Station,\N,3758
Court Square,\N,3759
Chambers Street - World Trade Center - Park Place,\N,3760
Prospect Ave. BMT 4th Ave. Line,\N,3761
Mets Willets Point Station,\N,3762
Newark Liberty International Airport,KEWR,3763
Newark Penn Station,\N,3764
Luce County Airport,KERY,3765
Stewart International Airport,KSWF,3766
Plum Island Airport,\N,3767
Newnan Coweta County Airport,KCCO,3768
Newport Municipal Airport,KONP,3769
